AwardID,AwardType,LegalBusinessName,ContractingAgency,DateSigned,ActionObligation,ReferencedIDV,ContractingOffice,NAICS_Code,PSC_Code,EntityCity,UniqueEntityID_DUNS,EntityState,UniqueEntityID_SAM,Zip,UltimateParentUniqueEntityID_DUNS,UltimateParentLegalBusinessName,UltimateParentUniqueEntityID_SAM,CAGE_Code
,DEFINITIVE CONTRACT,"POLY SAC, INC.",AGRICULTURAL MARKETING SERVICE,"February 24, 2022"," $307,806",,USDA AMS,314910,8105,HOUSTON,139325005,TX,LDAQN7DPDLD7,770636418,139325005,POLY SAC  INC,LDAQN7DPDLD7,043A6
,DEFINITIVE CONTRACT,"C.J. CONNOLLY, LLC",AGRICULTURAL MARKETING SERVICE,"February 24, 2022"," $116,760",,USDA AMS,314910,8105,BALTIMORE,079933660,MD,SAUJSAU7EXD9,212312802,079933660,C.J. CONNOLLY  LLC,SAUJSAU7EXD9,7FKT9
,DEFINITIVE CONTRACT,"C.H.K. MANUFACTURING, INC.",AGRICULTURAL MARKETING SERVICE,"February 24, 2022"," $223,720",,USDA AMS,314910,8105,OAKLAND,603952383,CA,CQK9W45PE7D3,946032347,603952383,C.H.K. MANUFACTURING  INC.,CQK9W45PE7D3,3HRT3
,DEFINITIVE CONTRACT,"DL STONE ENTERPRISES, LLC",AGRICULTURAL MARKETING SERVICE,"February 24, 2022"," $210,832",,USDA AMS,314910,8105,GARDEN RIDGE,117941695,TX,KPTQA956X581,782662246,117941695,DL STONE ENTERPRISES  LLC,,1N4G9
,DEFINITIVE CONTRACT,"AGRIBAG, INC.",AGRICULTURAL MARKETING SERVICE,"February 24, 2022"," $106,662",,USDA AMS,314910,8105,OAKLAND,364005199,CA,FDL9QRWMZJ97,946013931,364005199,AGRIBAG  INC.,FDL9QRWMZJ97,3PQL2
,DEFINITIVE CONTRACT,"POLY SAC, INC.",AGRICULTURAL MARKETING SERVICE,"February 24, 2022"," $306,762",,USDA AMS,314910,8105,HOUSTON,139325005,TX,LDAQN7DPDLD7,770636418,139325005,POLY SAC  INC,LDAQN7DPDLD7,043A6
,DEFINITIVE CONTRACT,"C.H.K. MANUFACTURING, INC.",AGRICULTURAL MARKETING SERVICE,"February 24, 2022"," $227,120",,USDA AMS,314910,8105,OAKLAND,603952383,CA,CQK9W45PE7D3,946032347,603952383,C.H.K. MANUFACTURING  INC.,CQK9W45PE7D3,3HRT3
,DEFINITIVE CONTRACT,"JOHNPAC, LLC",AGRICULTURAL MARKETING SERVICE,"February 24, 2022"," $102,480",,USDA AMS,314910,8105,CROWLEY,080975855,LA,GBNZMFE3SY59,705264602,080975855,JOHNPAC  LLC,GBNZMFE3SY59,033E4
,DEFINITIVE CONTRACT,"DL STONE ENTERPRISES, LLC",AGRICULTURAL MARKETING SERVICE,"February 24, 2022"," $106,760",,USDA AMS,314910,8105,GARDEN RIDGE,117941695,TX,KPTQA956X581,782662246,117941695,DL STONE ENTERPRISES  LLC,,1N4G9
,DEFINITIVE CONTRACT,"AGRIBAG, INC.",AGRICULTURAL MARKETING SERVICE,"February 24, 2022"," $214,542",,USDA AMS,314910,8105,OAKLAND,364005199,CA,FDL9QRWMZJ97,946013931,364005199,AGRIBAG  INC.,FDL9QRWMZJ97,3PQL2
